Entity,Country Code,Continent Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
South Africa,ZAF,AF,2003,0.1778600144,0.6301723399,0.1987863844,4.080826852,1.150835598,3.744976727,1.584706798
South Africa,ZAF,AF,2004,0.1783389402,0.6308170538,0.2006805861,4.085162792,1.120919944,3.76094423,1.574012168
South Africa,ZAF,AF,2005,0.1787237887,0.6314135717,0.2022118788,4.087006857,1.099254734,3.767503957,1.568058458
South Africa,ZAF,AF,2006,0.1790966099,0.6320760492,0.2039546658,4.077848281,1.086034692,3.76069618,1.576554437
South Africa,ZAF,AF,2007,0.179561938,0.6329090319,0.2058820874,4.0555803,1.074658358,3.74469559,1.600888047
South Africa,ZAF,AF,2008,0.1800491366,0.6337934231,0.2080098596,4.028786476,1.063910855,3.725575473,1.630654269
South Africa,ZAF,AF,2009,0.1804776108,0.6345741446,0.2098296037,4.005829832,1.053356206,3.708588743,1.655148418
South Africa,ZAF,AF,2010,0.1807697822,0.6351027931,0.2107952602,3.99512451,1.042054258,3.699950401,1.663578901
South Africa,ZAF,AF,2011,0.1809650384,0.6354297679,0.211381564,3.993370326,1.028783176,3.699571265,1.658580625
South Africa,ZAF,AF,2012,0.1811578807,0.6357263864,0.2121193295,3.99188977,1.014193683,3.700293991,1.649823218
South Africa,ZAF,AF,2013,0.1813463645,0.6359931637,0.2127493136,3.99082683,0.9975682223,3.703193287,1.63736395
South Africa,ZAF,AF,2014,0.1815242548,0.6362206513,0.213669596,3.990246707,0.980083994,3.708790224,1.621200611
South Africa,ZAF,AF,2015,0.1816864543,0.6364050385,0.2140939807,3.990261602,0.9614056597,3.717595237,1.601342455
South Africa,ZAF,AF,2016,0.1818249749,0.6365327061,0.2144100737,3.991028961,0.9418422007,3.7297633,1.577801387
South Africa,ZAF,AF,2017,0.1819372954,0.6366128424,0.2147180503,3.992829963,0.9214990234,3.745870851,1.550514149
Spain,ESP,EU,1990,0.2795396531,0.955624548,0.5743800883,5.071231429,1.164409505,3.858486201,0.8219847105
Spain,ESP,EU,1991,0.2799537382,0.9569140557,0.5823752292,5.077641981,1.16127089,3.789710868,0.8202758533
Spain,ESP,EU,1992,0.2803306501,0.9581166443,0.5903143384,5.083707676,1.163508137,3.724553882,0.8191732651
Spain,ESP,EU,1993,0.2806625715,0.959197325,0.5979233131,5.089085385,1.16754072,3.669752131,0.8187407761
Spain,ESP,EU,1994,0.2809451429,0.9601068666,0.6045256009,5.093438318,1.174701683,3.631978786,0.8188972251
Spain,ESP,EU,1995,0.2811774235,0.96085399,0.6110231267,5.096871845,1.182115016,3.613516893,0.8196152868
Spain,ESP,EU,1996,0.281255403,0.9610716323,0.6166104078,5.088122368,1.198150436,3.596280065,0.8216550027
Spain,ESP,EU,1997,0.281135372,0.9606272905,0.622585963,5.062914817,1.230010466,3.563348944,0.8250717286
Spain,ESP,EU,1998,0.2809196551,0.959808394,0.6286570347,5.031103552,1.26993588,3.525653798,0.8290217308
Spain,ESP,EU,1999,0.280698467,0.9588767559,0.635241731,5.002221027,1.308583276,3.489747311,0.8325204027
Spain,ESP,EU,2000,0.2805965076,0.9582270106,0.6410940361,4.986628266,1.338420414,3.467220164,0.8347296792
Spain,ESP,EU,2001,0.2805766198,0.9600689573,0.6463476373,4.988012366,1.360570917,3.448445956,0.8356808698
Spain,ESP,EU,2002,0.2805453615,0.9650890833,0.6516919758,5.001947371,1.384033056,3.422317704,0.8362205108
Spain,ESP,EU,2003,0.2805149573,0.9712297726,0.6577593869,5.024460012,1.40290006,3.395532115,0.8366308093
Spain,ESP,EU,2004,0.2804806301,0.9763207839,0.6642980214,5.050649728,1.418556195,3.373110087,0.837302538
Spain,ESP,EU,2005,0.2804518537,0.9782282067,0.6705207291,5.076250591,1.42801437,3.358963377,0.8387287806
Spain,ESP,EU,2006,0.2803879689,0.9777902687,0.6793901946,5.111355677,1.428885007,3.362960776,0.846887618
Spain,ESP,EU,2007,0.2802717331,0.9773313424,0.6908798407,5.161164915,1.422732076,3.386967716,0.8635357036
Spain,ESP,EU,2008,0.2801443244,0.976918944,0.7026875238,5.212749854,1.414857579,3.416201479,0.8826356805
Spain,ESP,EU,2009,0.2800466297,0.9766587736,0.7128817327,5.253632592,1.40840613,3.441261696,0.8981743081
Spain,ESP,EU,2010,0.2800100108,0.9765774118,0.7195419952,5.271058859,1.408640103,3.454534437,0.9042029185
Spain,ESP,EU,2011,0.2800466961,0.9766120875,0.7237876914,5.272377747,1.412485431,3.460589669,0.9033733725
Spain,ESP,EU,2012,0.2801393413,0.9766488838,0.7264584417,5.274071104,1.417658597,3.47057474,0.9022128159
Spain,ESP,EU,2013,0.2802966884,0.9767050624,0.7293126386,5.275747581,1.426119531,3.48088208,0.9005446037
Spain,ESP,EU,2014,0.2805122514,0.9767316476,0.7321960809,5.277068987,1.435110226,3.491549703,0.8982793362
Spain,ESP,EU,2015,0.2808005315,0.9767925412,0.7333794215,5.278340958,1.446569338,3.506859465,0.8951171143
Spain,ESP,EU,2016,0.2811392744,0.9768307389,0.7333541362,5.279232353,1.456722709,3.522660875,0.8907937464
Spain,ESP,EU,2017,0.281538914,0.9769173255,0.7306261886,5.280278593,1.468867753,3.538359291,0.8850033633
Turkey,TUR,AF,1990,0.2129065457,0.827826026,0.2134663977,3.742554404,1.268099453,3.788092281,0.7530071979
Turkey,TUR,AF,1991,0.2130810615,0.8284151062,0.2138528131,3.718367352,1.272131689,3.792859579,0.7499786025
Turkey,TUR,AF,1992,0.2132817776,0.8290581177,0.2148361494,3.699349449,1.27689929,3.796956566,0.7470991939
Turkey,TUR,AF,1993,0.2134968722,0.8297387265,0.2164149623,3.686105814,1.281966592,3.79867968,0.7444928799
Turkey,TUR,AF,1994,0.2137180404,0.8304156802,0.2180060301,3.678646183,1.288638969,3.802672139,0.7424157197
Turkey,TUR,AF,1995,0.2139307315,0.8310666835,0.2194732617,3.677488535,1.294413014,3.804783057,0.740999338
Turkey,TUR,AF,1996,0.2142130142,0.8318514258,0.2241273179,3.685218997,1.302535388,3.810492817,0.7401461003
Turkey,TUR,AF,1997,0.2146049358,0.8328292014,0.2304430165,3.701413558,1.3138868,3.819963715,0.7392299666
Turkey,TUR,AF,1998,0.2150489359,0.8339338804,0.2385175987,3.722522222,1.32554956,3.830476287,0.7382366662
Turkey,TUR,AF,1999,0.2154709323,0.8349962956,0.2456263854,3.744282671,1.335148634,3.843739683,0.7371014945
Turkey,TUR,AF,2000,0.2158032497,0.835916876,0.2500379348,3.762951286,1.340213123,3.852893749,0.7357905584
Turkey,TUR,AF,2001,0.2161062904,0.8368108488,0.2519771518,3.787111332,1.338430245,3.862662535,0.7346858792
Turkey,TUR,AF,2002,0.2164808089,0.8378833112,0.2541062467,3.82246864,1.328658273,3.87259132,0.7341924881
Turkey,TUR,AF,2003,0.2168846655,0.8390612135,0.2559016743,3.860471645,1.31786735,3.882399266,0.7344520591
Turkey,TUR,AF,2004,0.2172662895,0.840180347,0.2574102466,3.891860543,1.31028055,3.886960952,0.7356168302
Turkey,TUR,AF,2005,0.2175826414,0.8411747878,0.2592742263,3.908029816,1.306032715,3.883744562,0.7378528854
Turkey,TUR,AF,2006,0.217859223,0.8421770308,0.2617652191,3.91058276,1.320697706,3.870490519,0.7427414937
Turkey,TUR,AF,2007,0.2181590432,0.8433361216,0.265130885,3.908688615,1.356062095,3.846446201,0.7504854413
Turkey,TUR,AF,2008,0.2184712143,0.8445211809,0.2697794963,3.904670216,1.399381679,3.816131995,0.7591039481
Turkey,TUR,AF,2009,0.2187735633,0.8455493693,0.2738426047,3.900841813,1.439691756,3.78939056,0.7665501862
Turkey,TUR,AF,2010,0.2190567312,0.8463520498,0.2779470139,3.900486727,1.465360455,3.770030332,0.7707051721
Turkey,TUR,AF,2011,0.2193292311,0.846957597,0.2817499175,3.902846376,1.478950443,3.760553732,0.7723631563
Turkey,TUR,AF,2012,0.2196237177,0.847523758,0.2856015018,3.90531911,1.491981722,3.750356179,0.7738402317
Turkey,TUR,AF,2013,0.2199268598,0.8479795776,0.289922048,3.907396561,1.503782113,3.74234937,0.7751182882
Turkey,TUR,AF,2014,0.220247641,0.8483425866,0.2943950204,3.909084732,1.514933738,3.734200114,0.7762353861
Turkey,TUR,AF,2015,0.2205784989,0.8486006078,0.2989531495,3.910515324,1.523937204,3.725807442,0.7771400668
Turkey,TUR,AF,2016,0.2209137286,0.8487449102,0.3041623478,3.911945805,1.531681588,3.721384876,0.7777579599
Turkey,TUR,AF,2017,0.2212524162,0.8487702802,0.3089411909,3.913400441,1.535723369,3.718657828,0.7780786129
United Arab Emirates,ARE,AS,1990,0.2049191058,0.7980553507,0.2975251299,4.265334491,1.947120856,3.057251304,0.7595603433
United Arab Emirates,ARE,AS,1991,0.2051075732,0.7987781696,0.2941185879,4.266962757,2.00041892,3.062559033,0.7635790232
United Arab Emirates,ARE,AS,1992,0.2053398785,0.7994997378,0.2913656067,4.268014745,2.053520565,3.065181442,0.7670102727
United Arab Emirates,ARE,AS,1993,0.2056059023,0.8001808435,0.2889004484,4.267438335,2.114155948,3.064991263,0.7698879962
United Arab Emirates,ARE,AS,1994,0.2058824281,0.8007726183,0.2877291744,4.265525161,2.174999764,3.063985803,0.7721315241
United Arab Emirates,ARE,AS,1995,0.206155195,0.8012827078,0.286818681,4.263727115,2.238767118,3.062632551,0.7736152971
United Arab Emirates,ARE,AS,1996,0.2065096716,0.8017657415,0.2867527414,4.2628527,2.309379721,3.058047957,0.773935918
United Arab Emirates,ARE,AS,1997,0.2070078997,0.8023679307,0.2865877314,4.262506109,2.390573057,3.050694019,0.7731558375
United Arab Emirates,ARE,AS,1998,0.2075654821,0.8029656519,0.286853894,4.2618246,2.471150484,3.037637097,0.7717893905
United Arab Emirates,ARE,AS,1999,0.208109703,0.8035035691,0.2872172427,4.261192312,2.540837391,3.026213064,0.7702766891
United Arab Emirates,ARE,AS,2000,0.2085702267,0.8039808811,0.2875308431,4.261773153,2.587572817,3.016993862,0.7689463379
United Arab Emirates,ARE,AS,2001,0.2090594814,0.8044864983,0.2880895571,4.264158363,2.613926228,3.008509631,0.7674776023
United Arab Emirates,ARE,AS,2002,0.2096897092,0.8051490858,0.2890732264,4.268195295,2.632781588,3.000685126,0.7655969858
United Arab Emirates,ARE,AS,2003,0.2103534757,0.8058325282,0.2898307555,4.272578337,2.652166884,2.991237758,0.7636438242
United Arab Emirates,ARE,AS,2004,0.2109453716,0.8064357497,0.2908311558,4.276650184,2.671170769,2.981862573,0.7618078887
United Arab Emirates,ARE,AS,2005,0.2113525491,0.806885187,0.2909435721,4.280132617,2.68798684,2.969513107,0.7601626704
United Arab Emirates,ARE,AS,2006,0.2116744296,0.8072903325,0.2899901916,4.284135848,2.722000639,2.954304892,0.7582603975
United Arab Emirates,ARE,AS,2007,0.212187516,0.805299787,0.2811798996,4.258106503,2.823917832,2.925634625,0.7615828237
United Arab Emirates,ARE,AS,2008,0.2126830578,0.8033023521,0.271680142,4.230700095,2.935355947,2.896171353,0.7651926364
United Arab Emirates,ARE,AS,2009,0.2130880105,0.8011149314,0.2622735585,4.200289873,3.041112495,2.869359591,0.7694903609
United Arab Emirates,ARE,AS,2010,0.2131380562,0.8014695168,0.2601286467,4.200125654,3.059997591,2.860907373,0.7687818456
United Arab Emirates,ARE,AS,2011,0.2130371515,0.8019927581,0.2595898199,4.20265236,3.055161455,2.857146616,0.7679498833
United Arab Emirates,ARE,AS,2012,0.2128669326,0.8024799215,0.2590641332,4.206182382,3.046003185,2.853733316,0.7668928653
United Arab Emirates,ARE,AS,2013,0.2126242071,0.8030548852,0.2593505757,4.212595969,3.035244984,2.852340877,0.7653876137
United Arab Emirates,ARE,AS,2014,0.2122874065,0.803767401,0.2593527248,4.222584807,3.014051428,2.854571763,0.7632823586
United Arab Emirates,ARE,AS,2015,0.2118545402,0.8046458063,0.259418455,4.235686278,2.985104671,2.859825078,0.7607460662
United Arab Emirates,ARE,AS,2016,0.2113355685,0.8055965367,0.2604968527,4.250193009,2.951502744,2.868621069,0.7581893548
United Arab Emirates,ARE,AS,2017,0.2107177342,0.8064130818,0.2622066457,4.263912049,2.915549141,2.877426127,0.7559083234
United Kingdom,GBR,EU,1990,0.2492513867,1.085659957,0.4498565145,4.569682857,1.469056192,4.264896872,1.411710528
United Kingdom,GBR,EU,1991,0.2493861059,1.086214707,0.4527546258,4.578462984,1.498284983,4.255941542,1.438430625
United Kingdom,GBR,EU,1992,0.2495382998,1.086837772,0.4562665953,4.586816405,1.526338217,4.248149342,1.46342354
United Kingdom,GBR,EU,1993,0.2496941583,1.087485306,0.4600307668,4.594152841,1.551575718,4.241935585,1.486109923
United Kingdom,GBR,EU,1994,0.2498456618,1.088124266,0.4641760934,4.599920047,1.573220795,4.237368772,1.506030968
United Kingdom,GBR,EU,1995,0.2499840494,1.088725029,0.4684402034,4.603623389,1.590050386,4.234784826,1.522711417
United Kingdom,GBR,EU,1996,0.2501238938,1.089320626,0.4736837652,4.608514344,1.606621115,4.235221122,1.537237038
United Kingdom,GBR,EU,1997,0.2503183269,1.090115239,0.4804399525,4.617368153,1.626838616,4.238197692,1.551690096
United Kingdom,GBR,EU,1998,0.2505322422,1.090971086,0.4876647977,4.627133464,1.647800205,4.241218042,1.566620952
United Kingdom,GBR,EU,1999,0.2507313672,1.091746045,0.4944591722,4.634766517,1.665981819,4.242819669,1.582649735
United Kingdom,GBR,EU,2000,0.2508766983,1.092287489,0.4994841713,4.637154414,1.678271255,4.24051612,1.60030118
United Kingdom,GBR,EU,2001,0.2510842471,1.091455365,0.5038135157,4.635677417,1.689620187,4.222041832,1.621380914
United Kingdom,GBR,EU,2002,0.2514658539,1.089123368,0.5083672275,4.634839962,1.705167819,4.185712149,1.646296016
United Kingdom,GBR,EU,2003,0.2519125063,1.086322945,0.5128726283,4.634631134,1.721647904,4.143341821,1.673510422
United Kingdom,GBR,EU,2004,0.2523089617,1.084083349,0.5169963785,4.6350121,1.735740225,4.106059917,1.7013012
United Kingdom,GBR,EU,2005,0.2525260155,1.083397578,0.5202550569,4.635823393,1.743980321,4.085992973,1.727773001
United Kingdom,GBR,EU,2006,0.2524984376,1.083777218,0.5238952677,4.639651908,1.749487797,4.085044193,1.761617083
United Kingdom,GBR,EU,2007,0.2523626587,1.084237287,0.528683634,4.648012096,1.756063038,4.094587582,1.806324297
United Kingdom,GBR,EU,2008,0.2522301065,1.084667193,0.5334905463,4.657663467,1.761565933,4.108738637,1.852339401
United Kingdom,GBR,EU,2009,0.2522116136,1.08499181,0.5375195861,4.665485901,1.763232171,4.121571905,1.889700918
United Kingdom,GBR,EU,2010,0.2524168731,1.085132474,0.5397199576,4.668295421,1.758120233,4.126806923,1.908482179
United Kingdom,GBR,EU,2011,0.2529318591,1.085113415,0.5405216592,4.666825684,1.748544571,4.126230252,1.913856383
United Kingdom,GBR,EU,2012,0.2537940172,1.085201902,0.5415009597,4.664756929,1.738031524,4.126115668,1.91739393
United Kingdom,GBR,EU,2013,0.2549934953,1.085364993,0.5422150244,4.662205657,1.72607753,4.125824721,1.918905356
United Kingdom,GBR,EU,2014,0.2565230394,1.085616424,0.542871405,4.659356184,1.713006562,4.125316359,1.918017593
United Kingdom,GBR,EU,2015,0.2583697594,1.085949858,0.5432742297,4.656278732,1.698364446,4.124435125,1.914363101
United Kingdom,GBR,EU,2016,0.2605188747,1.086359554,0.5433516776,4.653106794,1.682096967,4.122484948,1.90752424
United Kingdom,GBR,EU,2017,0.2629523416,1.086837599,0.5430536141,4.649860931,1.664000096,4.119523991,1.897051612
United States,USA,NA,1990,0.3408971308,0.6537063545,0.4686756974,6.576883988,2.367793522,4.67759131,2.173751133
United States,USA,NA,1991,0.3389129328,0.6539528682,0.4735746233,6.553351368,2.345465988,4.660870739,2.139291702
United States,USA,NA,1992,0.3373432455,0.6542054339,0.4786101733,6.536143032,2.339515052,4.651949386,2.107931201
United States,USA,NA,1993,0.336206733,0.6544305187,0.4835385764,6.525536397,2.347095294,4.648701407,2.080669307
United States,USA,NA,1994,0.3355360032,0.654620048,0.4882347019,6.522278489,2.36573755,4.649294233,2.058631905
United States,USA,NA,1995,0.3353631453,0.6547205689,0.4923679766,6.526489312,2.392581838,4.650868623,2.042930604
United States,USA,NA,1996,0.3358055473,0.6547492833,0.4967515923,6.578023285,2.456048185,4.662901506,2.033986652
United States,USA,NA,1997,0.3367965568,0.654719599,0.5015600663,6.688846661,2.564591431,4.689153544,2.030589598
United States,USA,NA,1998,0.3380854445,0.6546579649,0.5064833688,6.818472667,2.688823335,4.720715563,2.031176223
United States,USA,NA,1999,0.3394103339,0.6545642799,0.511072002,6.926350764,2.800595492,4.749991251,2.03417509
United States,USA,NA,2000,0.3405120272,0.6544426578,0.514863257,6.971562829,2.86942572,4.766991632,2.038026388
United States,USA,NA,2001,0.3411858213,0.6543713547,0.5183063708,6.971995299,2.905604878,4.774030778,2.043577066
United States,USA,NA,2002,0.3414834784,0.6543490436,0.5221704192,6.971890835,2.936108679,4.778244357,2.051479575
United States,USA,NA,2003,0.3415353196,0.6543431927,0.5261299016,6.970935067,2.962640094,4.781680022,2.059814591
United States,USA,NA,2004,0.3414724021,0.6543132369,0.5293315622,6.968875258,2.983414343,4.785231508,2.066706174
United States,USA,NA,2005,0.3414274257,0.6542276747,0.5311573397,6.96524863,2.998771196,4.791257683,2.070251195
United States,USA,NA,2006,0.3410308089,0.6540800489,0.5321775128,6.937037922,3.000826062,4.793212723,2.063497502
United States,USA,NA,2007,0.3400685056,0.6538955036,0.5330672827,6.87545381,2.989140728,4.786622713,2.045623758
United States,USA,NA,2008,0.3389014823,0.6536909308,0.5337676698,6.801899183,2.974336154,4.776402144,2.023935415
United States,USA,NA,2009,0.337887388,0.6534679692,0.5341754013,6.737789932,2.966807694,4.765950113,2.005749225
United States,USA,NA,2010,0.3373903791,0.6532472747,0.5340763143,6.704455413,2.97714383,4.761550716,1.998437354
United States,USA,NA,2011,0.3371899916,0.6530081072,0.5331986398,6.693384372,3.007048526,4.762322295,1.999569266
United States,USA,NA,2012,0.3368523854,0.652747752,0.531513878,6.682107018,3.052340438,4.765480791,2.001950838
United States,USA,NA,2013,0.3364038586,0.6524791071,0.5289457136,6.671047418,3.110711879,4.772422125,2.005814271
United States,USA,NA,2014,0.3358598256,0.6521948341,0.5259903652,6.660472661,3.18111518,4.782221847,2.011345064
United States,USA,NA,2015,0.3352425344,0.6518895382,0.5221089345,6.650662043,3.262673888,4.795953919,2.018738311
United States,USA,NA,2016,0.3345784892,0.6515692781,0.5177282868,6.642099153,3.35314161,4.813114212,2.028262857
United States,USA,NA,2017,0.3338899424,0.6512355015,0.5128443294,6.635055035,3.45247568,4.835610409,2.040086893
Uruguay,URY,SA,1990,0.1968585198,0.7693109101,0.3226044284,6.22962469,0.8488903326,3.298193584,1.026205602
Uruguay,URY,SA,1991,0.1963475772,0.769779366,0.3249280933,6.233047186,0.8506293906,3.293987362,1.015846647
Uruguay,URY,SA,1992,0.195932643,0.7702762809,0.3268991039,6.236466269,0.8526997498,3.294899487,1.006628643
Uruguay,URY,SA,1993,0.1956236199,0.7707216141,0.3300780441,6.239389054,0.8542600591,3.296073879,0.9995366035
Uruguay,URY,SA,1994,0.1954403296,0.7711013672,0.3319569965,6.241580396,0.8558789942,3.300925584,0.9956804514
Uruguay,URY,SA,1995,0.1954040483,0.7714139476,0.3341113844,6.242980649,0.8594008369,3.307213192,0.9960689189
Uruguay,URY,SA,1996,0.1955469073,0.7717011289,0.3367480856,6.242641528,0.8629522851,3.320422297,0.9993934215
Uruguay,URY,SA,1997,0.1958201667,0.7720415179,0.3403366543,6.24108804,0.8704167458,3.341016103,1.003141467
Uruguay,URY,SA,1998,0.1961408121,0.7723820389,0.343425403,6.239222087,0.8802334323,3.366075215,1.006921152
Uruguay,URY,SA,1999,0.1964187286,0.7727002297,0.3462860633,6.238340799,0.8871261373,3.389669161,1.010229434
Uruguay,URY,SA,2000,0.1965516691,0.7729256656,0.3473655509,6.238696514,0.8927821481,3.408121287,1.012617979
Uruguay,URY,SA,2001,0.1965133821,0.7732883737,0.3470039713,6.241596897,0.8982658667,3.422749907,1.014302993
Uruguay,URY,SA,2002,0.1963881434,0.7740546792,0.3459186644,6.248151499,0.9028586359,3.436706073,1.015669975
Uruguay,URY,SA,2003,0.1962281218,0.7749319227,0.3450062019,6.255762565,0.9083086495,3.450324334,1.016940388
Uruguay,URY,SA,2004,0.1960973682,0.7757045239,0.3440042823,6.262632077,0.9137538469,3.463540643,1.01834021
Uruguay,URY,SA,2005,0.1960608155,0.7761723074,0.3441925415,6.266881402,0.918662974,3.475188981,1.020212106
Uruguay,URY,SA,2006,0.1961680111,0.7764405108,0.3454355301,6.269675039,0.9256665512,3.484572034,1.032685137
Uruguay,URY,SA,2007,0.1964034564,0.7769082317,0.3487313509,6.274476054,0.9343280891,3.494910986,1.059835568
Uruguay,URY,SA,2008,0.1966876392,0.7774361348,0.3534803982,6.279515677,0.9420121149,3.505361058,1.092823518
Uruguay,URY,SA,2009,0.1969676316,0.7780047639,0.3591197295,6.284727407,0.9477334234,3.514906264,1.122794055
Uruguay,URY,SA,2010,0.1971601432,0.7784416179,0.3637579804,6.288983185,0.9507913784,3.522625776,1.140925902
Uruguay,URY,SA,2011,0.1973116103,0.7787961765,0.3685512492,6.292557837,0.9502165394,3.531081358,1.14993178
Uruguay,URY,SA,2012,0.1975107035,0.7792055335,0.3743442567,6.296650615,0.9481920861,3.54272419,1.158649722
Uruguay,URY,SA,2013,0.1977528851,0.779671287,0.379651333,6.300965627,0.9460456027,3.555893642,1.167107518
Uruguay,URY,SA,2014,0.1980238893,0.7801745221,0.3859837392,6.305186269,0.9422634617,3.570160394,1.175063636
Uruguay,URY,SA,2015,0.1983232368,0.7806991655,0.3924879877,6.309359834,0.935037475,3.585182998,1.182337704
Uruguay,URY,SA,2016,0.198641431,0.7812597057,0.3985462898,6.313554663,0.9276018391,3.600302571,1.188668773
Uruguay,URY,SA,2017,0.1989654279,0.7818172057,0.4055015349,6.317737652,0.9185331089,3.617573732,1.193834927
World,OWID_WRL,WLD,1990,0.2535032942,0.5857428351,0.1778646384,3.774653013,0.9008500266,3.541655522,1.438494015
World,OWID_WRL,WLD,1991,0.2535419469,0.5859896039,0.1780343951,3.772759864,0.9009516094,3.545952744,1.444018791
World,OWID_WRL,WLD,1992,0.2535801295,0.586308828,0.178218072,3.771017701,0.9017874007,3.549090489,1.44959271
World,OWID_WRL,WLD,1993,0.2536431375,0.5866370252,0.1784187798,3.769860309,0.9030452085,3.550657305,1.454154605
World,OWID_WRL,WLD,1994,0.2537000251,0.5869296839,0.1786881199,3.769128295,0.9043455006,3.550851804,1.457587166
World,OWID_WRL,WLD,1995,0.2537064363,0.587205647,0.1789827194,3.768600334,0.9053517315,3.548757178,1.459593714
World,OWID_WRL,WLD,1996,0.2536858904,0.5874396964,0.1794846161,3.774324606,0.9078551227,3.545770896,1.464267214
World,OWID_WRL,WLD,1997,0.2536798111,0.5876372159,0.1801336287,3.788650174,0.9121407483,3.542639156,1.473627104
World,OWID_WRL,WLD,1998,0.2536940345,0.5877520868,0.1809109968,3.805901864,0.9168166223,3.539294565,1.484032023
World,OWID_WRL,WLD,1999,0.2537138772,0.5877914529,0.1818287589,3.820741597,0.9200071312,3.536604452,1.492133521
World,OWID_WRL,WLD,2000,0.2537142253,0.5878284177,0.1826647232,3.827817716,0.9200090163,3.533868547,1.494452442
World,OWID_WRL,WLD,2001,0.2537268304,0.587876827,0.1836321866,3.826978072,0.9178951127,3.532534456,1.490312861
World,OWID_WRL,WLD,2002,0.2537819383,0.5879903646,0.1848873788,3.822781753,0.9156722986,3.532171703,1.482697328
World,OWID_WRL,WLD,2003,0.2538637779,0.5882181825,0.1862647548,3.817055176,0.9135501881,3.53222074,1.473948569
World,OWID_WRL,WLD,2004,0.253943435,0.588534321,0.1877411364,3.811634867,0.9114739955,3.532197376,1.466238011
World,OWID_WRL,WLD,2005,0.2539596853,0.5888726496,0.1891260818,3.808009098,0.9096664093,3.530433742,1.461433816
World,OWID_WRL,WLD,2006,0.2540331904,0.5893222509,0.1907015656,3.80549166,0.908197851,3.520342942,1.458861206
World,OWID_WRL,WLD,2007,0.2542387331,0.5899870431,0.1926431466,3.80253916,0.9079760047,3.499569311,1.455840811
World,OWID_WRL,WLD,2008,0.2544863365,0.5907697928,0.194800492,3.799580513,0.9086795712,3.475209995,1.452282708
World,OWID_WRL,WLD,2009,0.2546955119,0.5916217389,0.1969156378,3.796920525,0.9106551036,3.454304409,1.448085274
World,OWID_WRL,WLD,2010,0.2547970451,0.5923308625,0.1987312238,3.794096509,0.9118911999,3.444113796,1.443475603
World,OWID_WRL,WLD,2011,0.254793523,0.5930103645,0.2003794138,3.791092926,0.9138499434,3.442547651,1.438439357
World,OWID_WRL,WLD,2012,0.2547570283,0.5937567953,0.202116076,3.787528072,0.9168607108,3.441271394,1.432944225
World,OWID_WRL,WLD,2013,0.2546873731,0.5945524693,0.203976709,3.783535118,0.9205951416,3.440182307,1.426956555
World,OWID_WRL,WLD,2014,0.2545942306,0.5953856494,0.2058326521,3.779191265,0.9249488115,3.439697573,1.420392877
World,OWID_WRL,WLD,2015,0.2544592334,0.5962222789,0.2076721061,3.774284812,0.9298915431,3.43923783,1.413051472
World,OWID_WRL,WLD,2016,0.2542824135,0.5971398059,0.209524807,3.769697997,0.9355027361,3.439674509,1.405175823
World,OWID_WRL,WLD,2017,0.2540551513,0.5980825165,0.2113042867,3.764810528,0.9416275465,3.44108734,1.396496517
